id,text,aspect,polarity
2450,we had the pot stickers which were great and a tempura dish that was great .,tempura dish,positive
1577,i think the stuff was better than disney .,stuff,positive
2901,"while the $ 20 entree range is not overly expensive , in new york city , there is definitely better food in that range , and so sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which i will return .",food,negative
2901,"while the $ 20 entree range is not overly expensive , in new york city , there is definitely better food in that range , and so sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which i will return .",atmosphere,positive
2901,"while the $ 20 entree range is not overly expensive , in new york city , there is definitely better food in that range , and so sapphire , despite it 's lovely atmosphere , will most likely not be a restaurant to which i will return .",entree range,positive
908,"orsay , is without a doubt one of the best values for authentic french food in nyc .",french food,positive
2523,"well , their deliveries take for ever and the food is usually cold .",deliveries,negative
2523,"well , their deliveries take for ever and the food is usually cold .",food,negative
2170,the staff is no nonsense .,staff,positive
1579,and really large portions .,portions,positive
3515,this is a great thai restaurant with a very friendly staff .,staff,positive
1873,i ordered the smoked salmon and roe appetizer and it was off flavor .,smoked salmon and roe appetizer,negative
2592,"we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food .",lunch,neutral
2592,"we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food .",food,positive
3081,"i recommend the garlic shrimp , okra ( bindi ) , and anything with lamb .",garlic shrimp,positive
3081,"i recommend the garlic shrimp , okra ( bindi ) , and anything with lamb .",lamb,positive
3081,"i recommend the garlic shrimp , okra ( bindi ) , and anything with lamb .",okra ( bindi ),positive
3575,"as we were leaving , the couple standing by the door said to another waiter , we 're not in a hurry .",waiter,neutral
1884,"the menu was impressive with selections ranging from a burger , to steak , to escargot .",menu,positive
1884,"the menu was impressive with selections ranging from a burger , to steak , to escargot .",burger,neutral
1884,"the menu was impressive with selections ranging from a burger , to steak , to escargot .",steak,neutral
1884,"the menu was impressive with selections ranging from a burger , to steak , to escargot .",escargot,neutral
3381,"in fact , two people could really share one plate .",plate,positive
2507,the food is great and authentic .,food,positive
2802,good for casual dinner with jeans and sneakers .,casual dinner,positive
201,"anyway , the food is good , the price is right and they have a decent wine list .",food,positive
201,"anyway , the food is good , the price is right and they have a decent wine list .",price,positive
201,"anyway , the food is good , the price is right and they have a decent wine list .",wine list,positive
2335,prices are higher to dine in and their chicken tikka marsala is quite good .,prices,negative
2335,prices are higher to dine in and their chicken tikka marsala is quite good .,chicken tikka marsala,positive
3631,this place has many different styles of pizza and they are all amazing .,styles of pizza,positive
901,the photos of the restaurant in its web site are way better than the real look .,look,negative
3049,the food was lousy - too sweet or too salty and the portions tiny .,food,negative
3049,the food was lousy - too sweet or too salty and the portions tiny .,portions,negative
1242,but the coconut rice was good .,coconut rice,positive
932,it took them 25 minutes to bring our appetizer .,appetizer,neutral
776,the food was great .,food,positive
272,pair you food with the excellent beers on tap or their well priced wine list .,food,neutral
272,pair you food with the excellent beers on tap or their well priced wine list .,beers on tap,positive
272,pair you food with the excellent beers on tap or their well priced wine list .,wine list,positive
272,pair you food with the excellent beers on tap or their well priced wine list .,priced,positive
1152,if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimum then you 'll love it here .,music,negative
1152,if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimum then you 'll love it here .,bottle minimum,negative
2894,all of my co-workers stated that the food was amazing and wondered why they had n't heard about this place .,food,positive
833,tetrameter has a beautiful spot overlooking the main terminal .,spot,positive
461,friendly staff that actually lets you enjoy your meal and the company you 're with .,staff,positive
539,the restaurant is rather small but we were lucky to get a table quickly .,table,positive
1435,"quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",price,positive
1435,"quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",pork,positive
1435,"quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",fish,positive
1435,"quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",chicken,positive
1435,"quality of food is excellent and price is cheap , stick to pork , fish , chicken , lamb and vegetables .",vegetables,positive
2225,"the place is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .",seating,negative
2225,"the place is a little tight and on a cold day , the seating by the entranceway can be pretty drafty .",place,negative
1056,the appetizing is excellent - just as good as bazaars barney greengrass at a reasonable price ( if bought by the pound ) .,appetizing,positive
3582,"but , they were too big for the bun .",bun,neutral
2708,"the food is fresh , delicious , and reasonably priced .",food,positive
2708,"the food is fresh , delicious , and reasonably priced .",priced,positive
275,raga stands out with an interesting fusion of french and indian cooking .,fusion of french and indian cooking,positive
2105,"a few tips : skip the turnip cake , roast pork buns and egg custards .",turnip cake,negative
2105,"a few tips : skip the turnip cake , roast pork buns and egg custards .",roast pork buns,negative
2105,"a few tips : skip the turnip cake , roast pork buns and egg custards .",egg custards,negative
2152,the bagels are fabulous .,bagels,positive
191,"oh yes , and they lie on the phone , claiming they have seating in the garden , then of course the seats are not available .",seating in the garden,neutral
3319,although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,place,positive
3319,although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat .,water,neutral
3681,"the food was very good , a great deal , and the place its self was great .",food,positive
3681,"the food was very good , a great deal , and the place its self was great .",place,positive
2171,the food options rule .,food options,positive
3462,a great choice at any cost and a great deal .,cost,positive
1865,"we ate here in march , 2006 and ordered the ore theater 3 course dinner with wine flight .",ore theater 3 course dinner,neutral
1865,"we ate here in march , 2006 and ordered the ore theater 3 course dinner with wine flight .",wine flight,neutral
3421,"probably much busier for lunch , it 's seldom crowded for dinner ( too close to downtown ) .",lunch,neutral
3421,"probably much busier for lunch , it 's seldom crowded for dinner ( too close to downtown ) .",dinner,neutral
1293,"their calzones are horrific , bad , vomit inducing , yuck .",calzones,negative
3475,it takes forever to get a drink and they almost always forget to bring something ( although they dont forget to charge you for it .,drink,neutral
818,the place itself is beautiful the bar scene seems to be happening .,place,positive
818,the place itself is beautiful the bar scene seems to be happening .,bar scene,positive
2893,"saturday , nov. 6th i had a group from work come in with about 35 people and the staff was amazing to accomodate us .",staff,positive
3170,"good spreads , great beverage selections and bagels really tasty .",spreads,positive
3170,"good spreads , great beverage selections and bagels really tasty .",bagels,positive
2932,"first , the waiter who served us neglected to fill us in on the specials , which i would have chosen had i known about them .",waiter,negative
2932,"first , the waiter who served us neglected to fill us in on the specials , which i would have chosen had i known about them .",specials,positive
2932,"first , the waiter who served us neglected to fill us in on the specials , which i would have chosen had i known about them .",served,negative
451,"also , top the meal with a delicious and perfect slice of tiramisu .",tiramisu,positive
451,"also , top the meal with a delicious and perfect slice of tiramisu .",meal,neutral
2817,"it 's also attached to angel 's share , which is a cool , more romantic bar ...",bar,positive
2517,"authentic food and they have real service , not just the rush you get sometimes when they try to push you out the door .",food,positive
2517,"authentic food and they have real service , not just the rush you get sometimes when they try to push you out the door .",service,positive
2883,stick to the gulab jamun .,gulab jamun,positive
556,"i am amazed by the poor reviews i find this place to be standout italian in an area flooded with italian great prices , great atmosphere , good service and a wonderful wine list .",prices,positive
556,"i am amazed by the poor reviews i find this place to be standout italian in an area flooded with italian great prices , great atmosphere , good service and a wonderful wine list .",atmosphere,positive
556,"i am amazed by the poor reviews i find this place to be standout italian in an area flooded with italian great prices , great atmosphere , good service and a wonderful wine list .",service,positive
556,"i am amazed by the poor reviews i find this place to be standout italian in an area flooded with italian great prices , great atmosphere , good service and a wonderful wine list .",wine list,positive
563,i was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,diner,neutral
563,i was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,wait staff,negative
563,i was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again .,table,negative
924,with the theater 2 blocks away we had a delicious meal in a beautiful room .,meal,positive
924,with the theater 2 blocks away we had a delicious meal in a beautiful room .,room,positive
3041,"we 've only eaten in the restaurant once , but we have ordered many times for dinner .",dinner,neutral
1013,by far this is the only chinese desserts place i know in ny or anywhere close in the northeastern america that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar .,pig feet ginger simmered in black vinegar,positive
1013,by far this is the only chinese desserts place i know in ny or anywhere close in the northeastern america that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar .,desserts with frog jelly,positive
193,the food is great and reasonably priced .,food,positive
193,the food is great and reasonably priced .,priced,positive
2217,i would definitely recommend sea if you like thai cuisine !,thai cuisine,positive
78,"over the years the host , vittorio , and his crew , have always treated me as family -- although with all the business this not so little gem does , it amazing he 's even able to remember a consistent but not so frequent visitor .",host,positive
2280,"the restuarant itself is not large , but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic taiwanese .",round tables,positive
2280,"the restuarant itself is not large , but seems to have several round tables to accomodate large groups hoping to save a buck to eat authentic taiwanese .",taiwanese,positive
3424,"my husband said he could 've eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",french fries,positive
1707,"it is the type of place to run into old friends and have a late , raucus dinner .",dinner,positive
2766,"the food is delicious - from the specials to the regular menu fare , the dishes are never a disappointment .",dishes,positive
2766,"the food is delicious - from the specials to the regular menu fare , the dishes are never a disappointment .",regular menu fare,positive
667,prices are in line .,prices,neutral
1600,"the combination of fresh tomato sauce , fresh Mozart cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in ny .",fresh tomato sauce,positive
1600,"the combination of fresh tomato sauce , fresh Mozart cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in ny .",fresh Mozart cheese,positive
1600,"the combination of fresh tomato sauce , fresh Mozart cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in ny .",basil,positive
1600,"the combination of fresh tomato sauce , fresh Mozart cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in ny .",dough,positive
1600,"the combination of fresh tomato sauce , fresh Mozart cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in ny .",pizza,positive
1600,"the combination of fresh tomato sauce , fresh Mozart cheese , basil and the dough they make with imported flour , makes this is one of the better pizza 's in ny .",flour,positive
134,the food is prepared quickly and efficiently .,food,positive
2421,"for all of you new to indian food , try the paneer roll , it is a piece of heaven .",indian food,positive
2421,"for all of you new to indian food , try the paneer roll , it is a piece of heaven .",paneer roll,positive
159,the food looked very appetizing and delicious since it came on a variety of fancy plates .,food,positive
159,the food looked very appetizing and delicious since it came on a variety of fancy plates .,plates,positive
1490,both the fresh mozzarella slices and the plain cheese slice are phenomenal .,fresh mozzarella slices,positive
1490,both the fresh mozzarella slices and the plain cheese slice are phenomenal .,plain cheese slice,positive
1548,"the food is terrible and overall , i would have to say avoid at all costs .",food,negative
1709,"unfortunately , the food was not something to get worked up about .",food,negative
1550,"it 's constantly open , catering to the pakistani cabbies lined up on crosby st. , so there 's more turnover with the food than you 'd expect ( i.e. , surprisingly fresh ) .",food,positive
3305,i had filet mignon with garlic mash .,filet mignon with garlic mash,neutral
874,"i went at 6:00 pm specifically for the ore theater menu ( $ 19.95 for roasted tomato soup with chevre , steak frites , creme brulee ) and it was marvelous .",ore theater menu,positive
874,"i went at 6:00 pm specifically for the ore theater menu ( $ 19.95 for roasted tomato soup with chevre , steak frites , creme brulee ) and it was marvelous .",roasted tomato soup with chevre,positive
874,"i went at 6:00 pm specifically for the ore theater menu ( $ 19.95 for roasted tomato soup with chevre , steak frites , creme brulee ) and it was marvelous .",steak frites,positive
3116,"the waitstaff were attentive , polite and helpful - an impressive feat in such close quarters .",waitstaff,positive
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the peter 's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .",bread,positive
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the peter 's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .",pizza,positive
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the peter 's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .",margarite pizza with cold prosciutto and baby arugula on top,neutral
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the peter 's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .",salad,neutral
3353,"- the bread at the beginning is super tasty and makes you want more - the pizza is delicious and comes in personal sizes , however be warned that the peter 's favourite pizza with prosciutto and baby arugula is actually a margarite pizza with cold prosciutto and baby arugula on top , like a salad .",peter 's favourite pizza with prosciutto and baby arugula,neutral
533,"the large selection of brochettes , Paganini , intermezzi keep the palate from stagnating .",brochettes,positive
533,"the large selection of brochettes , Paganini , intermezzi keep the palate from stagnating .",Paganini,positive
533,"the large selection of brochettes , Paganini , intermezzi keep the palate from stagnating .",intermezzi,positive
972,"have always found that the waiters will go out of their way to be helpful , despite the fact they are often busy with lots of diners .",waiters,positive
972,"have always found that the waiters will go out of their way to be helpful , despite the fact they are often busy with lots of diners .",diners,neutral
3420,"while this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn outs .",chef,positive
3420,"while this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn outs .",dishes,positive
3420,"while this is n't classical restaurant fare , the chef has given new life to an old cuisine with some really innovative and tasty dishes that are genuinely indian without being heavy or same old restaurant burn outs .",indian,positive
2329,the owner truly caters to all your needs .,owner,positive
878,"so if you want a nice , enjoyable meal at montparnasse , go early for the ore theater pix fix .",meal,positive
878,"so if you want a nice , enjoyable meal at montparnasse , go early for the ore theater pix fix .",ore theater pix fix,positive
2891,"over the years , it has always provided a pleasurable dining experience with quality food and wine .",food,positive
2891,"over the years , it has always provided a pleasurable dining experience with quality food and wine .",wine,positive
2891,"over the years , it has always provided a pleasurable dining experience with quality food and wine .",dining,positive
2276,"the photobook menu was a cute touch , certainly helped my group and i pick the fried chicken , pork chop , and noodle dishes that we all ordered .",menu,positive
2276,"the photobook menu was a cute touch , certainly helped my group and i pick the fried chicken , pork chop , and noodle dishes that we all ordered .",fried chicken,neutral
2276,"the photobook menu was a cute touch , certainly helped my group and i pick the fried chicken , pork chop , and noodle dishes that we all ordered .",pork chop,neutral
3414,i can not imagine better indian food in all of the city .,indian food,positive
209,great romantic place for a date ( try to get the corner booth table for a little privacy and to sit close ! ) .,privacy,positive
209,great romantic place for a date ( try to get the corner booth table for a little privacy and to sit close ! ) .,corner booth table,positive
209,great romantic place for a date ( try to get the corner booth table for a little privacy and to sit close ! ) .,place,positive
1228,i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,manager,negative
1228,i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,open faced cheese sandwich,neutral
2077,very good breads as well .,breads,positive
3554,"if this happens , just ask for real naan .",naan,neutral
410,we were fans of the half-price saturday night option until some inedible squid during a recent visit .,squid,negative
410,we were fans of the half-price saturday night option until some inedible squid during a recent visit .,half-price saturday night option,positive
3492,"pizza is terrific , as is homemade pasta .",pizza,positive
2439,this is a wonderful place on all stand points especially value ofr money .,value ofr money,positive
3280,example is the soup which was about 6 oz for $ 12 dollars and the mushrooms where $ 12 for about oz .,soup,positive
3280,example is the soup which was about 6 oz for $ 12 dollars and the mushrooms where $ 12 for about oz .,mushrooms,positive
3573,there are other people waiting !,waiting,negative
277,"from beginning appetizers , the scallops were incredible , to the delicious chocolate souffle with rasberry mint sorbet , we were delighted by the taste sensations .",beginning appetizers,positive
277,"from beginning appetizers , the scallops were incredible , to the delicious chocolate souffle with rasberry mint sorbet , we were delighted by the taste sensations .",scallops,positive
277,"from beginning appetizers , the scallops were incredible , to the delicious chocolate souffle with rasberry mint sorbet , we were delighted by the taste sensations .",chocolate souffle with rasberry mint sorbet,positive
277,"from beginning appetizers , the scallops were incredible , to the delicious chocolate souffle with rasberry mint sorbet , we were delighted by the taste sensations .",taste,positive
2811,consistently good japanese tapas .,japanese tapas,positive
3020,"my goodness , everything from the fish to the rice to the seaweed was absolutely amazing .",fish,positive
3020,"my goodness , everything from the fish to the rice to the seaweed was absolutely amazing .",rice,positive
3020,"my goodness , everything from the fish to the rice to the seaweed was absolutely amazing .",seaweed,positive
2912,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",dishes,positive
2912,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",lamb sausages,positive
2912,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",sardines with biscuits,positive
2912,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",large whole shrimp,positive
2912,"the dishes offered were unique , very tasty and fresh from the lamb sausages , sardines with biscuits , large whole shrimp to the amazing pistachio ice cream ( the best and freshest i 've ever had ) .",pistachio ice cream,positive
1702,the food is reliable and the price is moderate .,food,positive
1702,the food is reliable and the price is moderate .,price,neutral
882,"while the ambiance and atmosphere were great , the food and service could have been a lot better .",ambiance,positive
882,"while the ambiance and atmosphere were great , the food and service could have been a lot better .",atmosphere,positive
882,"while the ambiance and atmosphere were great , the food and service could have been a lot better .",food,negative
882,"while the ambiance and atmosphere were great , the food and service could have been a lot better .",service,negative
628,the server was really cool and served us our food and drinks with a smile .,server,positive
628,the server was really cool and served us our food and drinks with a smile .,food,neutral
628,the server was really cool and served us our food and drinks with a smile .,drinks,neutral
628,the server was really cool and served us our food and drinks with a smile .,served,positive
3563,we were in search of food and stumbled on this block of indian restaurants on east sixth street .,food,neutral
727,"planet thailand has always been a hit with me , i go there usually for the sushi , which is great , the thai food is excellent too .",thai food,positive
1925,"very excited to hear that short-term chef jason baronet has moved on , he truly was a low point of their sterling track record .",chef,negative
3144,i had to share my table with a loud group of kids and the service was rude an inattentive .,service,negative
3144,i had to share my table with a loud group of kids and the service was rude an inattentive .,table,negative
1487,the sauce on the pizza is sooo good with garlic and fresh tomatoes and they do n't skimp .,garlic,positive
1487,the sauce on the pizza is sooo good with garlic and fresh tomatoes and they do n't skimp .,fresh tomatoes,positive
1487,the sauce on the pizza is sooo good with garlic and fresh tomatoes and they do n't skimp .,sauce on the pizza,positive
2120,"we recently decided to try this location , and to our delight , they have outdoor seating , perfect since i had my yorkie with me .",outdoor seating,positive
1868,"my husband had the mesclun , salmon , and ice cream and he enjoyed all 3 courses .",mesclun,positive
1868,"my husband had the mesclun , salmon , and ice cream and he enjoyed all 3 courses .",salmon,positive
1868,"my husband had the mesclun , salmon , and ice cream and he enjoyed all 3 courses .",ice cream,positive
1868,"my husband had the mesclun , salmon , and ice cream and he enjoyed all 3 courses .",courses,positive
770,we were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call .,wait,neutral
2205,the food is usually good but it certainly is n't a relaxing place to go .,food,positive
2205,the food is usually good but it certainly is n't a relaxing place to go .,place,negative
1940,"super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",staff,positive
1940,"super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",bistro fare,positive
1940,"super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",chilaquiles,positive
1940,"super friendly and knowledgable staff , fabulous bistro fare and a wonderful jazz brunch with great live jazz ( the chilaquiles were awesome !",live jazz,positive
2451,the prices were fantastic .,prices,positive
1632,"still , any quibbles about the bill were off-set by the pour your own measures of liqueurs which were courtesy of the house ...",measures of liqueurs,positive
1961,"the table service could have been a little more attentive but as someone who also works in the service industry , i understood they were busy .",service,neutral
710,"it 's not mind-blowing , but to me , thai food never is and never will be .",thai food,neutral
911,"food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt in your mouth experience ) .",food,positive
911,"food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt in your mouth experience ) .",pork belly,negative
911,"food was very good as well , considering that we tried the budget selection ( though i wish the pork belly that i ordered was roasted a bit longer , so that fat was more of a melt in your mouth experience ) .",fat,negative
2903,"i 've been to sapphire twice and both times the food was fine , if not good .",food,positive
1887,it is kinda nosy and the tables are close together but it 's still a beautiful place to enjoy a nice dinner .,tables,negative
1887,it is kinda nosy and the tables are close together but it 's still a beautiful place to enjoy a nice dinner .,place,positive
1273,i love the fact that the pizza tastes so good and is so cheap .,pizza,positive
590,nicky the nose at the bar is a treat .,bar,neutral
179,"service was prompt , friendly and great .",service,positive
109,"i have n't eat a lamb chop as delicious as that , the salads are really nice dressed with lemon and extra virgin olive oil .",salads,positive
109,"i have n't eat a lamb chop as delicious as that , the salads are really nice dressed with lemon and extra virgin olive oil .",lemon,positive
109,"i have n't eat a lamb chop as delicious as that , the salads are really nice dressed with lemon and extra virgin olive oil .",extra virgin olive oil,positive
2487,you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here .,meal,positive
2487,you can get an excellent meal at most of the many indian restaurants on nearby lexington avenue for the cost of one the dainty dishes here .,dishes,positive
499,"the pastrami sandwich was like butt ah and with pickles and an icy cold beer to wash it down , it was a pleasurable experience .",pastrami sandwich,positive
499,"the pastrami sandwich was like butt ah and with pickles and an icy cold beer to wash it down , it was a pleasurable experience .",beer,positive
499,"the pastrami sandwich was like butt ah and with pickles and an icy cold beer to wash it down , it was a pleasurable experience .",pickles,positive
2589,the plain pizza was soggy and the creative wild mushroom ( third generation fornicator ) pizza we had was drenched with truffle oil in the middle ( again making it soggy ) and nothing on the rest .,plain pizza,negative
2589,the plain pizza was soggy and the creative wild mushroom ( third generation fornicator ) pizza we had was drenched with truffle oil in the middle ( again making it soggy ) and nothing on the rest .,truffle oil,neutral
2589,the plain pizza was soggy and the creative wild mushroom ( third generation fornicator ) pizza we had was drenched with truffle oil in the middle ( again making it soggy ) and nothing on the rest .,wild mushroom ( third generation fornicator ) pizza,positive
3701,"late nite omelets are not good here , there is no variety !",omelets,negative
3050,"after all that , they complained to me about the small tip .",tip,negative
1185,it 's a great place to pick up a cheap lunch or dinner .,lunch,positive
1185,it 's a great place to pick up a cheap lunch or dinner .,dinner,positive
1555,"behind this counter , two men are squeezed in .",counter,negative
1032,"whenever you need a sushi fix , mizu will be there with quality fish and great service .",fish,positive
1032,"whenever you need a sushi fix , mizu will be there with quality fish and great service .",service,positive
1032,"whenever you need a sushi fix , mizu will be there with quality fish and great service .",sushi fix,positive
1124,"our waitress was sweet and accomodating , not overbearing .",waitress,positive
1663,went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,reservation sigh,neutral
1663,went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them .,table,negative
1780,"despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",menu,negative
1780,"despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",food art,positive
742,the outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful .,outdoor atmosphere,positive
1471,"a large is $ 20 , and toppings are about $ 3 each .",toppings,neutral
3352,brick oven gallery is my pick for best pizza restaurant anywhere .,pizza,positive
3315,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,service,positive
3315,add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening .,price,positive
3393,"for many people , this may not seem like authentic thai food because most places in nyc arent quite authentic .",thai food,negative
2157,"growing up in ny , i have eaten my share of bagels .",bagels,neutral
3018,"oh , do n't even let me start with how expensive the bills were !",bills,negative
257,the scallion pancakes and fried dumplings were nothing out of the ordinary .,scallion pancakes,neutral
257,the scallion pancakes and fried dumplings were nothing out of the ordinary .,fried dumplings,neutral
813,"all the appetizers and salads were fabulous , the steak was mouth watering and the pasta was delicious ! ! !",appetizers,positive
813,"all the appetizers and salads were fabulous , the steak was mouth watering and the pasta was delicious ! ! !",salads,positive
813,"all the appetizers and salads were fabulous , the steak was mouth watering and the pasta was delicious ! ! !",steak,positive
813,"all the appetizers and salads were fabulous , the steak was mouth watering and the pasta was delicious ! ! !",pasta,positive
2862,"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated , we were served dishes we had n't ordered three times , received one of our orders 20 minutes after the rest of the table had been served ( and that order was undercooked ) , and charged $ 45 more than we should have been on our bill .",table,negative
2862,"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated , we were served dishes we had n't ordered three times , received one of our orders 20 minutes after the rest of the table had been served ( and that order was undercooked ) , and charged $ 45 more than we should have been on our bill .",served,negative
2862,"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated , we were served dishes we had n't ordered three times , received one of our orders 20 minutes after the rest of the table had been served ( and that order was undercooked ) , and charged $ 45 more than we should have been on our bill .",dishes,negative
2862,"besides having the table we had been promised given to other restaurant patrons twice before we were actually seated , we were served dishes we had n't ordered three times , received one of our orders 20 minutes after the rest of the table had been served ( and that order was undercooked ) , and charged $ 45 more than we should have been on our bill .",served,negative
3292,service is top notch .,service,positive
3343,the food now is inconsistent .,food,negative
3135,"you can also special order any kind of dumpling , etc .",dumpling,positive
2018,i was pretty much full after our fondue appetizer .,fondue appetizer,neutral
3551,be careful before you request extra spice .,spice,neutral
2355,the octopus eaters were floored by the octopus salad .,octopus salad,positive
3178,we thought that this place is using too much of msg cooking in the foods .,foods,negative
3178,we thought that this place is using too much of msg cooking in the foods .,msg cooking,negative
2211,and the tom kha soup was pathetic .,tom kha soup,negative
2317,i started out with a bombay beer which was big enough for two .,bombay beer,positive
175,"the decor is vibrant and eye pleasing with several semi-private both on the right side of the dining hall , which are great for a date .",decor,positive
175,"the decor is vibrant and eye pleasing with several semi-private both on the right side of the dining hall , which are great for a date .",dining hall,positive
175,"the decor is vibrant and eye pleasing with several semi-private both on the right side of the dining hall , which are great for a date .",semi-private both,positive
1057,drawbacks : service is slow and they do n't toast !,service,negative
3188,went there for an office lunch .,office lunch,neutral
2882,the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the taramasalata was forgettable .,lamb chettinad,positive
2882,the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the taramasalata was forgettable .,garlic naan,positive
2882,the sweet lassi was excellent as was the lamb chettinad and the garlic naan but the taramasalata was forgettable .,taramasalata,negative
1948,"we 've been following chef lyle 's food around new york for 15 years and while remaining classic , his innovations with bistro fare have made us return and return .",chef,positive
1948,"we 've been following chef lyle 's food around new york for 15 years and while remaining classic , his innovations with bistro fare have made us return and return .",food,positive
2041,the best thing i tasted were the lamb chops .,lamb chops,positive
1656,the spicy tuna and salmon are the best we 've ever had .,spicy tuna,positive
1656,the spicy tuna and salmon are the best we 've ever had .,salmon,positive
3440,"even though its good seafood , the prices are too high .",seafood,positive
3440,"even though its good seafood , the prices are too high .",prices,negative
870,"in addition , the food is very good and the prices are reasonable .",food,positive
870,"in addition , the food is very good and the prices are reasonable .",prices,positive
2986,"upon entering , we were greeted by the owners , steven and frederick , who went out of their way to be more than gracious hosts .",owners,positive
2986,"upon entering , we were greeted by the owners , steven and frederick , who went out of their way to be more than gracious hosts .",hosts,positive
284,been going here since it opened have seen the quality value decrease considerably .,quality value,negative
3418,"meat dishes now adorn the selections , although there 's still a large number of vegetarian friendly choices .",meat dishes,neutral
